Gestaltung,Architektur und Bauingenieurwesen,Ingenieurwissenschaften und Mathematik,Sozialwesen,Wirtschaft und Gesundheit,Gesundheit,Technik,Campus Minden,Guetersloh,Wirtschaft,Wirtschafts- und Sozialwissenschaften,Geistes- und Sprachwissenschaften,Ingenieurwissenschaften,Kunst und Kunstwissenschaftliche Faecher,Sonsige Faecher,Kunst und Musik,Wirtschaft,Aufbaustdium F.Ingenieure,Wirtsch.W.Zusatzst.F.Ing. in Abendform,Wirtschaftswissenschaft,Sozialarbeit,Sozialpaedagogik,Architektur/Hochbau,Baubetrieb,Bauingeneurwesen/Ingeneurbau,Konstruktiver Ingenieurbau,Wasserwirtschaft,Maschienenbau,Fertigungst.Kunststoffverarbeitung,Fertigunstechnik/Metallverarbeitung,Fertigungstechnik (ohne Schwerpunkt),Konstrukionstechnik,Elektrische Energietechnik,Elektrotechnik,Informationsverarbeitung,Produkt-Design Mode-Design,Produkt-Design Textil-Design,Vis.Komm.Fotografie/Film-Design,Vis.Komm.Fotografie/Grafik-Design,Vis.Kommunikation (ohne Schwerpunkt),Grafik-Design
0,0,0,0,0,0,0,0,0,0,791,414,1279,251,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1739,0,1583,0,0,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1730,0,1602,0,0,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1716,0,1617,0,0,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1720,0,1656,0,0,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1721,0,1670,0,0,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1575,0,1709,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1413,0,1737,0,0,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1386,0,1690,0,0,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1353,0,1668,0,0,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
